,,,,,,,,,,,
 app_job_detl.app_id  , app_job_detl.db_name  , app_job_detl.tbl_name  , app_job_detl.prc_name  ,       app_job_detl.prc_job_name        , app_job_detl.prc_seq  , app_job_detl.wrapper_path  , app_job_detl.wrapper_file_name  ,         app_job_detl.code_path         ,   app_job_detl.code_file_name   , app_job_detl.params  , app_job_detl.last_updt_tm  
 app_data_clean       , l1_gcb_trxn           ,, prc_l1_trxn_ld         , app_data_clean_trxn_ld_batch_start     ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/hql                     , ct_app_prc_run_cntl_stg_ld.hql  ,, 2019-07-26                 
 app_data_clean       , l1_gcb_trxn           ,, prc_l1_trxn_ld         , app_data_clean_trade_trxn_ld_stg       ,1, /data/1/appgcb/wrapper     , gen_hive_tbl_ld.sh              , /data/1/appgcb/bin/app_data_clean/hql  , gcb_clean_trxn_trade_ld.hql     ,, 2019-07-26                 
 app_data_clean       , l1_gcb_trxn           ,, prc_l1_ref_ld          , app_data_clean_account_ref_ld_stg      ,1, /data/1/appgcb/wrapper     , gen_hive_tbl_ld.sh              , /data/1/appgcb/bin/app_data_clean/hql  , gcb_clean_ref_account_ld.hql    ,, 2019-07-26                 
 app_data_clean       , l1_gcb_trxn           ,, prc_l1_ref_ld          , app_data_clean_trxn_ld_batch_complete  ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/hql                     , ct_app_prc_run_cntl_stg_ld.hql  ,, 2019-07-26                 
 app_data_clean       , l1_gcb_trxn           ,, prc_l1_trxn_ld         , app_data_clean_trxn_ld_prc_cntrl_load  ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/hql                     , ct_app_prc_run_cntl_ld.hql      ,, 2019-07-26                 
 app_data_clean       , l1_gcb_ref            ,, prc_l1_ref_ld          , app_data_clean_ref_ld_batch_start      ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/wrapper                 ,,, 2019-07-26                 
 app_data_clean       , l1_gcb_ref            ,, prc_l1_ref_ld          , app_data_clean_ref_ld_batch_complete   ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/wrapper                 ,,, 2019-07-26                 
 app_data_clean       , l1_gcb_ref            ,, prc_l1_ref_ld          , app_data_clean_ref_ld_prc_cntrl_load   ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/wrapper                 ,,, 2019-07-26                 
 l2_appgcb_dw_src_ld  , app_gcb_dw            ,, prc_l2_src_ld          , l2_appgcb_dw_src_ld_batch_start        ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/wrapper                 ,,, 2019-07-26                 
 l2_appgcb_dw_src_ld  , app_gcb_dw            ,, prc_l2_src_ld          , l2_appgcb_dw_src_ld_batch_complete     ,1, /data/1/appgcb/wrapper     , app_batch_start_close.sh        , /data/1/appgcb/wrapper                 ,,, 2019-07-26                 
